county,state,fips,cancer_rate,avg_annual_count,five_year_trend,has_cancer_data,rural_rural,rural_urban,trend_,trend_falling,trend_rising,trend_stable
big stone county,minnesota,27011,511.6,43,0.2,1,True,False,False,False,False,True
nance county,nebraska,31125,511.5,24,2.1,1,True,False,False,False,False,True
smith county,mississippi,28129,511.4,102,1.3,1,True,False,False,False,False,True
pocahontas county,iowa,19151,511.4,58,0,1,True,False,False,False,False,True
cleveland county,north carolina,37045,511.2,681,0.7,1,True,False,False,False,True,False
powell county,montana,30077,511.2,53,0.5,1,True,False,False,False,False,True
esmeralda county,nevada,32009,511.1,7,0.9,1,True,False,False,False,False,True
jackson county,kentucky,21109,511.1,89,0.2,1,True,False,False,False,False,True
chemung county,new york,36015,510.9,593,-0.2,1,False,True,False,False,False,True
carroll county,kentucky,21041,510.7,68,-0.2,1,True,False,False,False,False,True
richland parish,louisiana,22083,510.7,132,0.1,1,False,True,False,False,False,True
wakulla county,florida,12129,510.7,210,0.8,1,False,True,False,False,False,True
stoddard county,missouri,29207,510.7,207,0.6,1,True,False,False,False,False,True
cameron county,pennsylvania,42023,510.6,41,-1.3,1,True,False,False,False,False,True
evangeline parish,louisiana,22039,510.6,200,0.2,1,True,False,False,False,False,True
person county,north carolina,37145,510.5,286,0.3,1,False,True,False,False,False,True
henderson county,texas,48213,510.4,630,0,1,True,False,False,False,False,True
columbia county,pennsylvania,42037,510.2,453,0.1,1,True,False,False,False,False,True
smith county,tennessee,47159,510,130,-0.1,1,False,True,False,False,False,True
st. johns county,florida,12109,510,1940,0.9,1,False,True,False,False,False,True
lee county,kentucky,21129,509.9,50,-0.1,1,True,False,False,False,False,True
brown county,minnesota,27015,509.9,188,0.8,1,True,False,False,False,True,False
des moines county,iowa,19057,509.7,284,0.3,1,True,False,False,False,False,True
monroe county,new york,36055,509.6,4959,0.7,1,False,True,False,False,False,True
muskingum county,ohio,39119,509.4,571,0.3,1,True,False,False,False,False,True
yazoo county,mississippi,28163,509.4,149,3.8,1,False,True,False,False,False,True
plymouth county,iowa,19149,509.3,171,0,1,True,False,False,False,False,True
benton county,tennessee,47005,509.3,127,-6.5,1,True,False,False,False,False,True
marquette county,wisconsin,55077,509.3,131,-0.7,1,True,False,False,False,False,True
rhea county,tennessee,47143,509.3,227,-1.3,1,True,False,False,True,False,False
haywood county,north carolina,37087,509.2,519,0.7,1,True,False,False,False,False,True
gladwin county,michigan,26051,509.1,221,4.3,1,True,False,False,False,True,False
jackson parish,louisiana,22049,509.1,107,3.8,1,True,False,False,False,True,False
wicomico county,maryland,24045,509,626,0,1,False,True,False,False,False,True
mille lacs county,minnesota,27095,508.9,182,0.2,1,False,True,False,False,False,True
west feliciana parish,louisiana,22125,508.9,102,0.7,1,False,True,False,False,False,True
newton county,georgia,13217,508.9,605,0.1,1,False,True,False,False,False,True
bryan county,georgia,13029,508.9,202,0.2,1,False,True,False,False,False,True
union parish,louisiana,22111,508.9,156,0.4,1,False,True,False,False,False,True
lee county,iowa,19111,508.8,249,0.3,1,True,False,False,False,False,True
genesee county,new york,36037,508.8,417,-0.5,1,True,False,False,True,False,False
burlington county,new jersey,34005,508.7,3075,-0.4,1,False,True,False,True,False,False
madison county,kentucky,21151,508.6,505,-0.4,1,True,False,False,False,False,True
richmond county,new york,36085,508.6,3103,-0.1,1,False,True,False,False,False,True
de soto parish,louisiana,22031,508.6,179,-0.1,1,False,True,False,False,False,True
haywood county,tennessee,47075,508.6,126,1.5,1,True,False,False,False,True,False
stark county,illinois,17175,508.6,43,-0.4,1,False,True,False,False,False,True
marion county,iowa,19125,508.4,225,0.6,1,True,False,False,False,True,False
albany county,new york,36001,508.4,2013,0.1,1,False,True,False,False,False,True
garrard county,kentucky,21079,508.4,119,-0.9,1,True,False,False,True,False,False
treasure county,montana,30103,508.3,6,-2.3,1,True,False,False,False,False,True
greene county,new york,36039,508.3,377,-0.5,1,True,False,False,False,False,True
dunklin county,missouri,29069,508.1,191,0.8,1,True,False,False,False,False,True
sibley county,minnesota,27143,508,100,1.1,1,True,False,False,False,False,True
gregory county,south dakota,46053,507.9,31,1.1,1,True,False,False,False,False,True
crow wing county,minnesota,27035,507.8,517,0.3,1,True,False,False,False,False,True
escambia county,florida,12033,507.8,2041,0.7,1,False,True,False,False,True,False
clark county,south dakota,46025,507.6,29,1.2,1,True,False,False,False,False,True
stillwater county,montana,30095,507.4,72,0.7,1,False,True,False,False,False,True
macon county,tennessee,47111,507.4,154,0.4,1,False,True,False,False,False,True
iroquois county,illinois,17075,507.3,206,0.5,1,True,False,False,False,False,True
scott county,iowa,19163,507.2,1086,0,1,False,True,False,False,False,True
cayuga county,new york,36011,507.1,556,0,1,True,False,False,False,False,True
cherokee county,texas,48073,507,325,0.9,1,True,False,False,False,True,False
spalding county,georgia,13255,506.9,438,-0.8,1,False,True,False,False,False,True
scott county,missouri,29201,506.9,254,0.3,1,True,False,False,False,False,True
jasper county,missouri,29097,506.6,718,0.8,1,False,True,False,False,False,True
holt county,missouri,29087,506.6,35,0.9,1,True,False,False,False,False,True
webster county,west virginia,54101,506.6,65,0.5,1,True,False,False,False,False,True
hancock county,tennessee,47067,506.5,49,0.5,1,True,False,False,False,False,True
calhoun county,georgia,13037,506.5,35,7.5,1,True,False,False,False,False,True
worth county,missouri,29227,506.5,16,1.4,1,True,False,False,False,False,True
rutherford county,north carolina,37161,506.2,487,3.6,1,True,False,False,False,True,False
sussex county,new jersey,34037,506.2,992,-0.5,1,False,True,False,True,False,False
campbell county,tennessee,47013,506.2,290,-0.2,1,False,True,False,False,False,True
brevard county,florida,12009,506.1,4894,-0.2,1,False,True,False,False,False,True
lenoir county,north carolina,37107,506.1,398,-0.6,1,True,False,False,False,False,True
houston county,tennessee,47083,506.1,60,1.6,1,True,False,False,False,True,False
fayette county,ohio,39047,506,187,1.3,1,True,False,False,False,True,False
northampton county,virginia,51131,506,107,-0.5,1,True,False,False,False,False,True
nicholas county,kentucky,21181,505.9,49,0.6,1,True,False,False,False,False,True
linn county,iowa,19113,505.9,1391,0.3,1,False,True,False,False,False,True
mitchell county,iowa,19131,505.9,73,0.1,1,True,False,False,False,False,True
greenup county,kentucky,21089,505.9,263,-0.9,1,False,True,False,False,False,True
guernsey county,ohio,39059,505.7,268,0.4,1,True,False,False,False,False,True
goochland county,virginia,51075,505.7,197,-0.2,1,False,True,False,False,False,True
cabell county,west virginia,54011,505.6,627,0,1,False,True,False,False,False,True
dewey county,oklahoma,40043,505.5,30,0,1,True,False,False,False,False,True
perry county,mississippi,28111,505.5,79,0,1,False,True,False,False,False,True
levy county,florida,12075,505.4,347,-0.2,1,False,True,False,False,False,True
luzerne county,pennsylvania,42079,505.4,2284,0,1,False,True,False,False,False,True
meigs county,ohio,39105,505.4,164,1,1,True,False,False,False,True,False
meade county,kentucky,21163,505.4,178,0,1,False,True,False,False,False,True
hickman county,tennessee,47081,505.3,165,0.2,1,False,True,False,False,False,True
northampton county,pennsylvania,42095,505.3,2158,-0.8,1,False,True,False,True,False,False
crockett county,texas,48105,505.3,20,1.2,1,True,False,False,False,False,True
jessamine county,kentucky,21113,505.2,314,0.1,1,False,True,False,False,False,True
gilchrist county,florida,12041,505.2,126,0.2,1,False,True,False,False,False,True
antelope county,nebraska,31003,505.1,47,7.4,1,True,False,False,False,True,False
lake county,minnesota,27075,505.1,96,1.1,1,True,False,False,False,False,True
broadwater county,montana,30007,505,54,-0.2,1,False,True,False,False,False,True
camden county,georgia,13039,505,289,-0.1,1,True,False,False,False,False,True
iowa county,iowa,19095,504.9,116,0.1,1,True,False,False,False,False,True
sargent county,north dakota,38081,504.9,29,-0.7,1,True,False,False,False,False,True
hall county,georgia,13139,504.9,1173,0.1,1,False,True,False,False,False,True
new kent county,virginia,51127,504.8,153,0,1,False,True,False,False,False,True
williamsburg city,virginia,51830,504.8,81,3.9,1,False,True,False,False,True,False
alamance county,north carolina,37001,504.7,1072,0.2,1,False,True,False,False,False,True
lawrence county,mississippi,28077,504.7,80,-0.7,1,True,False,False,False,False,True
yellowstone county,montana,30111,504.6,1030,-4.7,1,False,True,False,True,False,False
monroe county,mississippi,28095,504.5,240,0.6,1,True,False,False,False,False,True
jefferson county,georgia,13163,504.5,105,-999,1,True,False,True,False,False,False
bottineau county,north dakota,38009,504.5,49,-0.4,1,True,False,False,False,False,True
graves county,kentucky,21083,504.5,244,0.1,1,True,False,False,False,False,True
racine county,wisconsin,55101,504.4,1270,0.4,1,False,True,False,False,False,True
tazewell county,illinois,17179,504.4,902,-0.4,1,False,True,False,False,False,True
perry county,ohio,39127,504.3,234,1.5,1,False,True,False,False,True,False
assumption parish,louisiana,22007,504.3,145,0,1,False,True,False,False,False,True
rensselaer county,new york,36083,504.3,1045,-0.9,1,False,True,False,True,False,False
somerset county,maryland,24039,504.2,158,-0.2,1,False,True,False,False,False,True
waynesboro city,virginia,51820,504.2,146,-0.1,1,False,True,False,False,False,True
lewis county,kentucky,21135,504.1,89,0.8,1,True,False,False,False,False,True
worth county,iowa,19195,504.1,54,0.5,1,True,False,False,False,False,True
marion county,west virginia,54049,504,376,-0.7,1,True,False,False,False,False,True
mitchell county,georgia,13205,504,143,-0.4,1,True,False,False,False,False,True
washington county,minnesota,27163,504,1584,0.8,1,False,True,False,False,True,False
christian county,kentucky,21047,503.9,336,-0.2,1,False,True,False,False,False,True
pennington county,minnesota,27113,503.9,94,4.5,1,True,False,False,False,False,True
monroe county,ohio,39111,503.9,105,1,1,True,False,False,False,False,True
boyle county,kentucky,21021,503.8,205,0.4,1,True,False,False,False,False,True
petroleum county,montana,30069,503.7,4,-999,1,True,False,True,False,False,False
robertson county,kentucky,21201,503.6,16,1.1,1,True,False,False,False,False,True
tipton county,tennessee,47167,503.5,359,0.1,1,False,True,False,False,False,True
perry county,illinois,17145,503.5,143,0.4,1,True,False,False,False,False,True
columbia county,florida,12023,503.5,476,-1.9,1,True,False,False,False,False,True
mason county,kentucky,21161,503.4,115,-1.9,1,True,False,False,True,False,False
kanawha county,west virginia,54039,503.4,1315,-0.2,1,False,True,False,False,False,True
palo pinto county,texas,48363,503.2,195,0.1,1,True,False,False,False,False,True
marion county,texas,48315,503.1,84,5.3,1,True,False,False,False,False,True
mountrail county,north dakota,38061,503.1,50,0.6,1,True,False,False,False,False,True
warren county,illinois,17187,503.1,115,-0.3,1,True,False,False,False,False,True
gaston county,north carolina,37071,502.9,1415,0.1,1,False,True,False,False,False,True
pickens county,alabama,01107,502.9,135,0.6,1,False,True,False,False,False,True
wadena county,minnesota,27159,502.9,103,-0.1,1,True,False,False,False,False,True
chambers county,texas,48071,502.9,224,4.4,1,False,True,False,False,True,False
east carroll parish,louisiana,22035,502.8,43,0.4,1,True,False,False,False,False,True
green lake county,wisconsin,55047,502.7,149,3.9,1,True,False,False,False,True,False
haralson county,georgia,13143,502.6,184,0.6,1,False,True,False,False,False,True
fulton county,kentucky,21075,502.6,46,0.2,1,True,False,False,False,False,True
wyoming county,pennsylvania,42131,502.5,198,-0.6,1,False,True,False,False,False,True
daviess county,kentucky,21059,502.5,642,0.1,1,False,True,False,False,False,True
marinette county,wisconsin,55075,502.4,342,0.4,1,True,False,False,False,False,True
strafford county,new hampshire,33017,502.4,780,-0.3,1,False,True,False,False,False,True
wilkinson county,georgia,13319,502.3,64,0.1,1,True,False,False,False,False,True
yalobusha county,mississippi,28161,502.3,91,0.4,1,True,False,False,False,False,True
putnam county,west virginia,54079,502.2,385,-0.4,1,False,True,False,False,False,True
monroe county,pennsylvania,42089,502.1,1138,0.9,1,True,False,False,False,True,False
yellow medicine county,minnesota,27173,502.1,70,1.1,1,True,False,False,False,False,True
clinton county,illinois,17027,502.1,244,0.4,1,False,True,False,False,False,True
chisago county,minnesota,27025,502,347,3.8,1,False,True,False,False,True,False
pine county,minnesota,27115,502,214,4.5,1,True,False,False,False,False,True
humboldt county,iowa,19091,501.9,71,0.1,1,True,False,False,False,False,True
sevier county,tennessee,47155,501.8,694,-0.3,1,True,False,False,False,False,True
terrebonne parish,louisiana,22109,501.7,638,-2.8,1,False,True,False,False,False,True
polk county,minnesota,27119,501.6,207,0.5,1,False,True,False,False,False,True
woodford county,illinois,17203,501.6,252,0,1,False,True,False,False,False,True
pierce county,georgia,13229,501.6,121,-0.2,1,True,False,False,False,False,True
craven county,north carolina,37049,501.5,679,-0.4,1,True,False,False,False,False,True
watonwan county,minnesota,27165,501.5,77,0.4,1,True,False,False,False,False,True
greene county,pennsylvania,42059,501.4,248,0.1,1,True,False,False,False,False,True
franklin county,texas,48159,501.4,73,0,1,True,False,False,False,False,True
saratoga county,new york,36091,501.4,1598,-0.3,1,False,True,False,False,False,True
ida county,iowa,19093,501.4,52,0.7,1,True,False,False,False,False,True
grundy county,iowa,19075,501.3,90,0.3,1,False,True,False,False,False,True
calhoun county,mississippi,28013,501.3,90,0.9,1,True,False,False,False,False,True
pontotoc county,mississippi,28115,501.3,180,0.5,1,True,False,False,False,False,True
bond county,illinois,17005,501.2,111,-0.5,1,False,True,False,False,False,True
madison county,illinois,17119,501.1,1728,0,1,False,True,False,False,False,True
clallam county,washington,53009,501.1,717,0,1,True,False,False,False,False,True
warren county,new jersey,34041,501.1,757,-0.5,1,False,True,False,True,False,False
walworth county,wisconsin,55127,501,696,0.1,1,True,False,False,False,False,True
pointe coupee parish,louisiana,22077,500.9,154,1.7,1,False,True,False,False,True,False
